,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
221,2.0,2011-08-05,1876704.26,0.0,93.34,3.684,215.1978515,7.852
268,2.0,2012-06-29,1881046.12,0.0,86.32,3.286,221.4813343,6.891
252,2.0,2012-03-09,1937628.26,0.0,57.11,3.669,220.6974332,7.057
199,2.0,2011-03-04,1981607.78,0.0,57.77,3.288,213.4775305,8.028
197,2.0,2011-02-18,2080884.82,0.0,57.83,3.045,212.9033115,8.028
241,2.0,2011-12-23,3224369.8,0.0,46.66,3.112,218.9995495,7.441
189,2.0,2010-12-24,3436007.68,0.0,49.97,2.886,211.0646599,8.163
183,2.0,2010-11-12,1916812.74,0.0,59.69,2.728,211.6608975,8.163
237,2.0,2011-11-25,2614202.3,1.0,56.36,3.236,218.1130269,7.441
228,2.0,2011-09-23,1669299.78,0.0,75.58,3.467,216.0282356,7.852
265,2.0,2012-06-08,2010216.49,0.0,78.69,3.452,221.3877467,6.891
227,2.0,2011-09-16,1691439.52,0.0,78.85,3.526,215.6944378,7.852
151,2.0,2010-04-02,2066187.72,0.0,63.27,2.719,210.4798874,8.2
190,2.0,2010-12-31,1750434.55,1.0,47.3,2.943,211.064774,8.163
170,2.0,2010-08-13,1895601.05,0.0,89.05,2.692,211.2951413,8.099
188,2.0,2010-12-17,2609166.75,0.0,47.55,2.869,211.0645458,8.163
276,2.0,2012-08-24,1876788.15,0.0,76.91,3.62,221.8083518,6.565
240,2.0,2011-12-16,2432736.52,0.0,50.13,3.159,218.8217928,7.441
146,2.0,2010-02-26,1865097.27,0.0,46.1,2.561,210.9759573,8.324
214,2.0,2011-06-17,1953771.99,0.0,86.53,3.637,214.6513538,7.931
249,2.0,2012-02-17,2196688.46,0.0,43.82,3.51,220.0651993,7.057
154,2.0,2010-04-23,1821990.93,0.0,65.11,2.795,210.1000648,8.2
266,2.0,2012-06-15,1962924.3,0.0,80.56,3.393,221.4009901,6.891
185,2.0,2010-11-26,2658725.29,1.0,62.98,2.735,211.4062867,8.163
196,2.0,2011-02-11,2168041.61,1.0,33.19,3.022,212.5928624,8.028
285,2.0,2012-10-26,1834458.35,0.0,69.79,3.506,223.0783366,6.17
213,2.0,2011-06-10,1929153.16,0.0,83.4,3.648,214.6964908,7.931
215,2.0,2011-06-24,1790925.8,0.0,85.17,3.594,214.7441108,7.931
177,2.0,2010-10-01,1827440.43,0.0,69.24,2.603,211.3298742,8.163
248,2.0,2012-02-10,2103322.68,1.0,46.98,3.409,219.9049073,7.057
234,2.0,2011-11-04,1959707.9,0.0,55.53,3.332,217.4853605,7.441
186,2.0,2010-12-03,2015781.27,0.0,49.33,2.708,211.265543,8.163
226,2.0,2011-09-09,1748000.65,1.0,77.97,3.546,215.5148295,7.852
244,2.0,2012-01-13,1744725.48,0.0,45.99,3.261,219.5328198,7.057
235,2.0,2011-11-11,1920725.15,0.0,59.33,3.297,217.6455387,7.441
147,2.0,2010-03-05,1991013.13,0.0,47.17,2.625,211.0067542,8.324
282,2.0,2012-10-05,1998321.04,0.0,70.27,3.617,222.8159296,6.17
205,2.0,2011-04-15,1856467.84,0.0,69.48,3.743,214.9420631,7.931
272,2.0,2012-07-27,1757923.88,0.0,86.37,3.407,221.5785461,6.565
277,2.0,2012-08-31,1947083.3,0.0,82.64,3.638,221.9415576,6.565
180,2.0,2010-10-22,1737947.64,0.0,68.5,2.725,211.5187208,8.163
243,2.0,2012-01-06,1799520.14,0.0,46.75,3.157,219.355063,7.057
156,2.0,2010-05-07,2042581.71,0.0,71.28,2.835,210.0011018,8.2
263,2.0,2012-05-25,1912791.09,0.0,78.19,3.561,221.3828029,6.891
182,2.0,2010-11-05,1939061.41,0.0,57.85,2.689,211.6135053,8.163
219,2.0,2011-07-22,1743816.41,0.0,89.34,3.651,215.0749122,7.852
230,2.0,2011-10-07,1837553.43,0.0,69.92,3.285,216.6958311,7.441
246,2.0,2012-01-27,1660906.14,0.0,50.5,3.29,219.7188636,7.057
207,2.0,2011-04-29,1745545.28,0.0,69.21,3.81,215.2772683,7.931
238,2.0,2011-12-02,1954952.0,0.0,48.74,3.172,218.3590319,7.441
224,2.0,2011-08-26,1821139.91,0.0,90.45,3.523,215.386897,7.852
217,2.0,2011-07-08,1853161.99,0.0,87.7,3.48,214.9296249,7.852
262,2.0,2012-05-18,2000940.67,0.0,71.27,3.63,221.380331,6.891
283,2.0,2012-10-12,1900745.13,0.0,60.97,3.601,223.0154263,6.17
171,2.0,2010-08-20,1964335.23,0.0,88.7,2.664,211.2596586,8.099
216,2.0,2011-07-01,1866243.0,0.0,85.69,3.524,214.8368678,7.852
155,2.0,2010-04-30,1802450.29,0.0,66.98,2.78,210.0505833,8.2
212,2.0,2011-06-03,1933756.21,0.0,83.07,3.699,214.9254865,7.931
223,2.0,2011-08-19,1844094.59,0.0,89.86,3.554,215.3229307,7.852
279,2.0,2012-09-14,1814806.63,0.0,75.88,3.717,222.2174395,6.565
206,2.0,2011-04-22,1886339.6,0.0,69.39,3.807,215.1096657,7.931
209,2.0,2011-05-13,1838513.07,0.0,74.61,3.899,215.6124735,7.931
267,2.0,2012-06-22,1887733.21,0.0,81.04,3.346,221.4411622,6.891
254,2.0,2012-03-23,1790439.16,0.0,64.01,3.787,220.9244858,7.057
210,2.0,2011-05-20,1688281.86,0.0,67.14,3.907,215.3834778,7.931
153,2.0,2010-04-16,1874957.94,0.0,68.07,2.808,210.1495463,8.2
162,2.0,2010-06-18,2001636.96,0.0,85.81,2.637,211.1096543,8.2
247,2.0,2012-02-03,1935299.94,0.0,55.21,3.36,219.8118854,7.057
202,2.0,2011-03-25,1766162.05,0.0,69.42,3.473,214.2521573,8.028
195,2.0,2011-02-04,1929346.23,0.0,38.25,2.989,212.2240646,8.028
159,2.0,2010-05-28,1957113.89,0.0,81.13,2.759,210.5552301,8.2
191,2.0,2011-01-07,1758050.79,0.0,44.69,2.976,211.0648881,8.028
145,2.0,2010-02-19,2124451.54,0.0,39.69,2.514,210.9451605,8.324
250,2.0,2012-02-24,1861802.7,0.0,54.63,3.555,220.275944,7.057
184,2.0,2010-11-19,1956739.17,0.0,50.81,2.771,211.5470304,8.163
174,2.0,2010-09-10,1839128.83,1.0,79.09,2.565,211.1532104,8.099
158,2.0,2010-05-21,1896937.1,0.0,74.83,2.826,210.2768443,8.2
220,2.0,2011-07-29,1680693.06,0.0,90.07,3.682,215.1363819,7.852
274,2.0,2012-08-10,1866719.96,0.0,88.55,3.494,221.5954138,6.565
239,2.0,2011-12-09,2290549.32,0.0,41.76,3.158,218.605037,7.441
193,2.0,2011-01-21,1751384.9,0.0,41.4,3.016,211.4864691,8.028
258,2.0,2012-04-20,1847344.45,0.0,65.69,3.877,221.2021074,6.891
257,2.0,2012-04-13,1935869.1,0.0,68.08,3.891,221.1484028,6.891
168,2.0,2010-07-30,1804246.16,0.0,83.49,2.64,211.0264684,8.099
144,2.0,2010-02-12,2137809.5,1.0,38.49,2.548,210.8979935,8.324
194,2.0,2011-01-28,1695371.68,0.0,42.83,3.01,211.8552668,8.028
259,2.0,2012-04-27,1764133.09,0.0,67.2,3.814,221.255812,6.891
270,2.0,2012-07-13,1830075.13,0.0,80.17,3.256,221.5616784,6.565
231,2.0,2011-10-14,1743882.19,0.0,71.67,3.274,217.0048261,7.441
428,3.0,2012-10-26,405432.7,0.0,74.66,3.506,226.9873637,6.034
332,3.0,2010-12-24,605990.41,0.0,57.16,2.886,214.7017828,7.564
397,3.0,2012-03-23,413907.25,0.0,66.53,3.787,224.7909104,6.833
289,3.0,2010-02-26,407204.86,0.0,52.05,2.561,214.6475127,7.368
344,3.0,2011-03-18,392109.51,0.0,69.47,3.488,217.7235226,7.551
302,3.0,2010-05-28,350089.23,0.0,78.6,2.759,214.2037634,7.343
379,3.0,2011-11-18,398838.97,0.0,63.91,3.308,221.6432852,7.197
318,3.0,2010-09-17,363064.64,0.0,82.36,2.582,214.8322484,7.346
420,3.0,2012-08-31,408838.73,0.0,85.18,3.638,225.8293063,6.334
402,3.0,2012-04-27,394616.11,0.0,73.39,3.814,225.1243526,6.664
363,3.0,2011-07-29,345381.29,0.0,88.07,3.682,218.8440545,7.567
391,3.0,2012-02-10,473292.47,1.0,51.65,3.409,223.753643,6.833
306,3.0,2010-06-25,357346.48,0.0,83.79,2.653,214.6660741,7.343
309,3.0,2010-07-16,352728.78,0.0,84.32,2.623,214.4176476,7.346
383,3.0,2011-12-16,510747.62,0.0,57.95,3.159,222.6426418,7.197
381,3.0,2011-12-02,472511.32,0.0,54.97,3.172,222.1589519,7.197
311,3.0,2010-07-30,347955.05,0.0,82.04,2.64,214.695346,7.346
369,3.0,2011-09-09,377347.49,1.0,81.72,3.546,219.2135305,7.567
297,3.0,2010-04-23,339976.65,0.0,67.87,2.795,213.7221852,7.343
375,3.0,2011-10-21,394976.36,0.0,69.03,3.353,220.9144005,7.197
360,3.0,2011-07-08,395146.24,0.0,85.38,3.48,218.6424704,7.567
300,3.0,2010-05-14,384357.94,0.0,77.18,2.854,213.6196139,7.343
407,3.0,2012-06-01,432268.53,0.0,81.55,3.501,225.2518313,6.664
380,3.0,2011-11-25,556925.19,1.0,68.0,3.236,221.9011185,7.197
384,3.0,2011-12-23,551221.21,0.0,53.41,3.112,222.8258628,7.197
357,3.0,2011-06-17,403423.34,0.0,86.96,3.637,218.3551748,7.574
314,3.0,2010-08-20,351728.21,0.0,88.02,2.664,214.9314191,7.346
386,3.0,2012-01-06,398178.21,0.0,52.42,3.157,223.1923049,6.833
315,3.0,2010-08-27,362134.09,0.0,86.15,2.619,214.8897938,7.346
324,3.0,2010-10-29,348591.74,0.0,72.04,2.716,215.2274686,7.564
329,3.0,2010-12-03,476420.77,0.0,53.76,2.708,214.9153531,7.564
405,3.0,2012-05-18,418112.76,0.0,72.38,3.63,225.2512024,6.664
404,3.0,2012-05-11,431985.36,0.0,75.19,3.688,225.2351496,6.664
403,3.0,2012-05-04,439913.57,0.0,79.51,3.749,225.1797511,6.664
364,3.0,2011-08-05,409981.25,0.0,88.45,3.684,218.9023209,7.567
342,3.0,2011-03-04,437084.51,0.0,65.11,3.288,217.1716979,7.551
327,3.0,2010-11-19,372545.32,0.0,57.72,2.771,215.2074519,7.564
330,3.0,2010-12-10,467642.03,0.0,51.13,2.843,214.7693037,7.564
400,3.0,2012-04-13,420789.74,0.0,72.83,3.891,225.0135556,6.664
411,3.0,2012-06-29,422965.33,0.0,86.42,3.286,225.3492435,6.664
422,3.0,2012-09-14,407589.16,0.0,78.36,3.717,226.1122067,6.334
291,3.0,2010-03-12,384200.69,0.0,63.08,2.667,214.7027646,7.368
293,3.0,2010-03-26,359949.27,0.0,57.06,2.732,214.3241011,7.368
401,3.0,2012-04-20,434822.13,0.0,72.05,3.877,225.0689541,6.664
356,3.0,2011-06-10,391638.75,0.0,84.84,3.648,218.4037974,7.574
354,3.0,2011-05-27,369350.6,0.0,84.41,3.786,218.8860765,7.574
308,3.0,2010-07-09,349214.18,0.0,81.75,2.642,214.4265704,7.346
415,3.0,2012-07-27,389427.9,0.0,84.94,3.407,225.4537579,6.334
355,3.0,2011-06-03,394507.84,0.0,84.29,3.699,218.6449369,7.574
408,3.0,2012-06-08,446336.8,0.0,81.65,3.452,225.2521458,6.664
292,3.0,2010-03-19,375328.59,0.0,60.42,2.72,214.5301219,7.368
352,3.0,2011-05-13,386312.68,0.0,79.87,3.899,219.3683556,7.574
409,3.0,2012-06-15,442074.79,0.0,84.66,3.393,225.2644795,6.664
361,3.0,2011-07-15,373454.33,0.0,87.14,3.575,218.7275216,7.567
331,3.0,2010-12-17,498159.39,0.0,52.2,2.869,214.704919,7.564
316,3.0,2010-09-03,366473.97,0.0,84.16,2.577,214.8481685,7.346
322,3.0,2010-10-15,345584.39,0.0,69.71,2.72,215.1293114,7.564
348,3.0,2011-04-15,366250.69,0.0,75.88,3.743,218.6788642,7.574
320,3.0,2010-10-01,358784.1,0.0,73.6,2.603,214.9846548,7.564
359,3.0,2011-07-01,368962.72,0.0,85.1,3.524,218.5467052,7.567
350,3.0,2011-04-29,367405.4,0.0,78.69,3.81,219.0236099,7.574
394,3.0,2012-03-02,469752.56,0.0,61.65,3.63,224.3470245,6.833
365,3.0,2011-08-12,380376.85,0.0,88.88,3.638,218.9605873,7.567
317,3.0,2010-09-10,352260.97,1.0,80.84,2.565,214.8065431,7.346
349,3.0,2011-04-22,391860.04,0.0,76.91,3.807,218.851237,7.574
396,3.0,2012-03-16,411775.8,0.0,64.0,3.734,224.7166953,6.833
335,3.0,2011-01-14,381061.1,0.0,44.76,2.983,214.7470729,7.551
295,3.0,2010-04-09,415870.28,0.0,68.0,2.77,213.9120595,7.343
336,3.0,2011-01-21,350876.7,0.0,50.74,3.016,215.1268275,7.551
340,3.0,2011-02-18,432782.1,0.0,61.58,3.045,216.5843571,7.551
321,3.0,2010-10-08,395107.35,0.0,66.99,2.633,215.060858,7.564
423,3.0,2012-09-21,414392.09,0.0,72.78,3.721,226.3151496,6.334
395,3.0,2012-03-09,445162.05,0.0,60.71,3.669,224.5620291,6.833
424,3.0,2012-09-28,389813.02,0.0,77.46,3.666,226.5180926,6.334
345,3.0,2011-03-25,380683.67,0.0,72.94,3.473,217.9674705,7.551
319,3.0,2010-09-24,355626.87,0.0,76.9,2.624,214.9084516,7.346
303,3.0,2010-06-04,396968.8,0.0,78.53,2.705,214.4958382,7.343
371,3.0,2011-09-23,365248.94,0.0,80.19,3.467,219.7414914,7.567
413,3.0,2012-07-13,416913.1,0.0,82.28,3.256,225.4340074,6.334
334,3.0,2011-01-07,378241.34,0.0,53.35,2.976,214.6955104,7.551
296,3.0,2010-04-16,354993.26,0.0,66.98,2.808,213.7726889,7.343
353,3.0,2011-05-20,364603.13,0.0,75.79,3.907,219.127216,7.574
305,3.0,2010-06-18,364076.85,0.0,83.52,2.637,214.7858259,7.343
372,3.0,2011-09-30,368477.93,0.0,82.58,3.355,220.085696,7.567
374,3.0,2011-10-14,368282.57,0.0,73.75,3.274,220.7486167,7.197
426,3.0,2012-10-12,410804.39,0.0,70.31,3.601,226.9239785,6.034
382,3.0,2011-12-09,468772.8,0.0,49.26,3.158,222.4167852,7.197
421,3.0,2012-09-07,408229.73,1.0,84.99,3.73,225.9660263,6.334
351,3.0,2011-05-06,413042.12,0.0,69.45,3.906,219.1959827,7.574
301,3.0,2010-05-21,343763.17,0.0,75.81,2.826,213.9116886,7.343
412,3.0,2012-07-06,411206.5,0.0,83.14,3.227,225.3916254,6.334
425,3.0,2012-10-05,443557.65,0.0,72.74,3.617,226.7210356,6.034
326,3.0,2010-11-12,386635.03,0.0,62.79,2.728,215.3256258,7.564
286,3.0,2010-02-05,461622.22,0.0,45.71,2.572,214.4248812,7.368
370,3.0,2011-09-16,375629.51,0.0,83.63,3.526,219.3972867,7.567
410,3.0,2012-06-22,419497.95,0.0,82.7,3.346,225.3068615,6.664
288,3.0,2010-02-19,421642.19,0.0,47.07,2.514,214.6198868,7.368
377,3.0,2011-11-04,459443.22,0.0,59.31,3.332,221.245968,7.197
416,3.0,2012-08-03,419990.29,0.0,86.55,3.417,225.4636332,6.334
312,3.0,2010-08-06,402635.76,0.0,85.13,2.627,214.8341952,7.346
442,4.0,2010-05-07,2000626.14,0.0,56.77,2.836,126.2898,7.896
518,4.0,2011-10-21,2207742.13,0.0,64.79,3.361,129.7821613,5.143
546,4.0,2012-05-04,2196968.33,0.0,80.14,3.747,131.136,4.308
562,4.0,2012-08-24,2125241.68,0.0,75.76,3.61,130.8381613,4.077
434,4.0,2010-03-12,1894324.09,0.0,49.63,2.704,126.6042857,8.623
561,4.0,2012-08-17,2283540.3,0.0,81.41,3.552,130.7909677,4.077
452,4.0,2010-07-16,1898427.66,0.0,78.53,2.621,126.1498065,7.372
495,4.0,2011-05-13,2002362.37,0.0,70.65,3.872,129.089,5.946
527,4.0,2011-12-23,3676388.98,0.0,35.92,3.103,129.9845484,5.143
483,4.0,2011-02-18,2316495.56,0.0,48.17,3.058,127.99525,6.51
449,4.0,2010-06-25,1846651.95,0.0,81.1,2.654,126.1266,7.896
539,4.0,2012-03-16,2214967.44,0.0,59.81,3.707,130.8261935,4.607
545,4.0,2012-04-27,2064065.66,0.0,76.47,3.81,131.1266667,4.308
488,4.0,2011-03-25,1944164.32,0.0,59.1,3.48,128.6160645,6.51
464,4.0,2010-10-08,1951494.85,0.0,67.73,2.645,126.2791667,7.127
471,4.0,2010-11-26,2789469.45,1.0,48.08,2.752,126.6692667,7.127
462,4.0,2010-09-24,1810684.68,0.0,60.96,2.642,126.1900333,7.372
522,4.0,2011-11-18,2243946.59,0.0,50.44,3.294,129.8268333,5.143
554,4.0,2012-06-29,2128362.92,0.0,84.23,3.257,130.7562667,4.308
559,4.0,2012-08-03,2174514.13,0.0,83.86,3.374,130.737871,4.077
569,4.0,2012-10-12,2133026.07,0.0,57.11,3.603,131.1083333,3.879
525,4.0,2011-12-09,2508955.24,0.0,31.64,3.153,129.8555333,5.143
543,4.0,2012-04-13,2105301.39,0.0,68.69,3.881,131.108,4.308
469,4.0,2010-11-12,1999794.26,0.0,52.65,2.741,126.5461613,7.127
499,4.0,2011-06-10,2073951.38,0.0,80.05,3.64,129.0357097,5.946
486,4.0,2011-03-11,2039818.41,0.0,50.93,3.461,128.3995,6.51
551,4.0,2012-06-08,2245257.18,0.0,78.11,3.433,130.8896774,4.308
493,4.0,2011-04-29,1878167.44,0.0,64.22,3.781,128.9998667,5.946
514,4.0,2011-09-23,2031406.41,0.0,69.23,3.473,129.5183333,5.644
505,4.0,2011-07-22,2036231.39,0.0,82.84,3.627,129.1507742,5.644
512,4.0,2011-09-09,2093139.01,1.0,73.34,3.554,129.3686129,5.644
456,4.0,2010-08-13,2007050.75,0.0,78.08,2.698,126.064,7.372
496,4.0,2011-05-20,2015563.48,0.0,70.49,3.881,129.0756774,5.946
534,4.0,2012-02-10,2374660.64,1.0,33.0,3.411,130.3849032,4.607
465,4.0,2010-10-15,1867345.09,0.0,62.03,2.732,126.3266774,7.127
453,4.0,2010-07-23,1848426.78,0.0,79.78,2.612,126.1283548,7.372
444,4.0,2010-05-21,1903752.6,0.0,67.4,2.82,126.1843871,7.896
549,4.0,2012-05-25,2154137.67,0.0,77.47,3.551,131.0287742,4.308
509,4.0,2011-08-19,2232892.1,0.0,82.77,3.55,129.2405806,5.644
438,4.0,2010-04-09,1818452.72,0.0,54.16,2.773,126.6019032,7.896
537,4.0,2012-03-02,2206319.9,0.0,50.38,3.619,130.6457931,4.607
536,4.0,2012-02-24,2226662.17,0.0,41.31,3.541,130.5502069,4.607
