,Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
337,3.0,2011-01-28,364866.24,0.0,48.71,3.01,215.5065821,7.551
362,3.0,2011-07-22,360617.37,0.0,86.19,3.651,218.7857881,7.567
339,3.0,2011-02-11,430526.21,1.0,43.57,3.022,216.2660913,7.551
341,3.0,2011-02-25,397211.19,0.0,67.4,3.065,216.8780275,7.551
393,3.0,2012-02-24,418925.47,0.0,60.12,3.555,224.1320199,6.833
373,3.0,2011-10-07,403342.4,0.0,75.54,3.285,220.4299007,7.197
298,3.0,2010-04-30,361248.39,0.0,70.24,2.78,213.6716815,7.343
366,3.0,2011-08-19,379716.91,0.0,88.44,3.554,219.023271,7.567
299,3.0,2010-05-07,399323.86,0.0,73.47,2.835,213.6211778,7.343
385,3.0,2011-12-30,410553.88,1.0,48.29,3.129,223.0090839,7.197
347,3.0,2011-04-08,384075.31,0.0,72.55,3.622,218.4553663,7.574
387,3.0,2012-01-13,367438.62,0.0,51.86,3.261,223.3755259,6.833
406,3.0,2012-05-25,413701.29,0.0,78.58,3.561,225.2515168,6.664
333,3.0,2010-12-31,382677.76,1.0,53.2,2.943,214.6986466,7.564
390,3.0,2012-02-03,424960.66,0.0,59.33,3.36,223.6591137,6.833
323,3.0,2010-10-22,348895.98,0.0,71.64,2.725,215.17839,7.564
325,3.0,2010-11-05,423175.56,0.0,62.94,2.689,215.2765472,7.564
287,3.0,2010-02-12,420728.96,1.0,47.93,2.548,214.5747916,7.368
310,3.0,2010-07-23,352864.49,0.0,83.32,2.608,214.5564968,7.346
367,3.0,2011-08-26,366367.55,0.0,87.67,3.523,219.0866908,7.567
398,3.0,2012-03-30,407488.84,0.0,69.36,3.845,224.8651254,6.833
368,3.0,2011-09-02,375988.69,0.0,89.12,3.533,219.1501106,7.567
294,3.0,2010-04-02,423294.4,0.0,65.56,2.719,214.1180803,7.343
388,3.0,2012-01-20,365818.61,0.0,56.2,3.268,223.4700552,6.833
389,3.0,2012-01-27,349518.1,0.0,58.06,3.29,223.5645845,6.833
414,3.0,2012-07-20,432424.85,0.0,81.38,3.311,225.4438827,6.334
290,3.0,2010-03-05,415202.04,0.0,53.04,2.625,214.6751386,7.368
313,3.0,2010-08-13,339597.38,0.0,86.74,2.692,214.9730444,7.346
358,3.0,2011-06-24,385520.71,0.0,84.94,3.594,218.45094,7.574
427,3.0,2012-10-19,424513.08,0.0,73.44,3.594,226.9688442,6.034
399,3.0,2012-04-06,503232.13,0.0,73.01,3.891,224.9393405,6.664
392,3.0,2012-02-17,475591.08,0.0,52.39,3.51,223.9170153,6.833
376,3.0,2011-10-28,389540.62,0.0,71.04,3.372,221.0801842,7.197
304,3.0,2010-06-11,355017.09,0.0,82.1,2.668,214.787913,7.343
378,3.0,2011-11-11,407764.25,0.0,61.7,3.297,221.4117517,7.197
417,3.0,2012-08-10,391811.6,0.0,85.85,3.494,225.4735085,6.334
419,3.0,2012-08-24,412449.67,0.0,83.01,3.62,225.6925864,6.334
328,3.0,2010-11-26,565567.84,1.0,68.71,2.735,215.0614025,7.564
418,3.0,2012-08-17,394918.83,0.0,87.36,3.571,225.5558664,6.334
346,3.0,2011-04-01,374556.08,0.0,68.76,3.524,218.2114184,7.574
343,3.0,2011-03-11,404753.3,0.0,61.29,3.459,217.4653683,7.551
504,4.0,2011-07-15,2049046.95,0.0,83.27,3.563,129.1338387,5.644
516,4.0,2011-10-07,2166737.65,0.0,65.79,3.299,129.6938,5.143
477,4.0,2011-01-07,1862476.27,0.0,39.34,2.98,127.1917742,6.51
475,4.0,2010-12-24,3526713.39,0.0,43.21,2.887,126.9835806,7.127
431,4.0,2010-02-19,2049860.26,0.0,36.45,2.54,126.5262857,8.623
454,4.0,2010-07-30,1796637.61,0.0,80.7,2.65,126.1069032,7.372
498,4.0,2011-06-03,2065377.15,0.0,78.26,3.683,129.0490323,5.946
542,4.0,2012-04-06,2470206.13,0.0,67.69,3.864,131.0375484,4.308
461,4.0,2010-09-17,1899959.61,0.0,64.91,2.594,126.1454667,7.372
529,4.0,2012-01-06,2047766.07,0.0,38.64,3.158,130.1575161,4.607
564,4.0,2012-09-07,2125104.72,1.0,82.09,3.709,130.9325484,4.077
473,4.0,2010-12-10,2302504.86,0.0,42.4,2.86,126.7934,7.127
502,4.0,2011-07-01,2051533.53,0.0,84.54,3.504,129.0894,5.644
511,4.0,2011-09-02,2078420.31,0.0,77.99,3.533,129.3259355,5.644
430,4.0,2010-02-12,2188307.39,1.0,28.84,2.573,126.4962581,8.623
566,4.0,2012-09-21,2119438.53,0.0,68.97,3.721,131.0103333,4.077
485,4.0,2011-03-04,2103455.75,0.0,46.56,3.305,128.26475,6.51
474,4.0,2010-12-17,2740057.14,0.0,46.57,2.884,126.8794839,7.127
443,4.0,2010-05-14,1875597.28,0.0,62.35,2.845,126.2085484,7.896
501,4.0,2011-06-24,2008344.92,0.0,81.85,3.57,129.0663,5.946
568,4.0,2012-10-05,2209835.43,0.0,63.07,3.62,131.0756667,3.879
492,4.0,2011-04-22,2220600.76,0.0,68.8,3.781,128.9553,5.946
448,4.0,2010-06-18,1929736.35,0.0,81.53,2.635,126.114,7.896
571,4.0,2012-10-26,2149594.46,0.0,63.64,3.514,131.1930968,3.879
540,4.0,2012-03-23,2091592.54,0.0,59.07,3.759,130.8966452,4.607
567,4.0,2012-09-28,2027620.23,0.0,71.74,3.666,131.043,4.077
550,4.0,2012-06-01,2179360.94,0.0,77.41,3.483,130.9592258,4.308
455,4.0,2010-08-06,1907638.58,0.0,76.53,2.64,126.0854516,7.372
570,4.0,2012-10-19,2097266.85,0.0,64.46,3.61,131.1499677,3.879
555,4.0,2012-07-06,2224499.28,0.0,80.37,3.187,130.7196333,4.077
558,4.0,2012-07-27,2048613.65,0.0,81.06,3.356,130.7195806,4.077
560,4.0,2012-08-10,2193367.69,0.0,83.21,3.476,130.7561613,4.077
491,4.0,2011-04-15,1960587.76,0.0,62.34,3.724,128.9107333,5.946
436,4.0,2010-03-26,1762539.3,0.0,39.91,2.752,126.6050645,8.623
472,4.0,2010-12-03,2102530.17,0.0,46.4,2.727,126.7313333,7.127
468,4.0,2010-11-05,2013115.79,0.0,51.6,2.699,126.4912903,7.127
470,4.0,2010-11-19,2097809.4,0.0,48.05,2.78,126.6072,7.127
441,4.0,2010-04-30,1817273.28,0.0,53.04,2.787,126.3805667,7.896
517,4.0,2011-10-14,2074548.85,0.0,63.75,3.283,129.7706452,5.143
530,4.0,2012-01-13,1941676.61,0.0,34.41,3.263,130.244,4.607
480,4.0,2011-01-28,1814240.85,0.0,40.6,3.022,127.5800323,6.51
565,4.0,2012-09-14,2117854.6,0.0,68.2,3.706,130.9776667,4.077
484,4.0,2011-02-25,2078094.69,0.0,49.0,3.087,128.13,6.51
575,5.0,2010-02-26,270281.63,0.0,46.7,2.561,211.8771468,6.566
682,5.0,2012-03-16,339392.54,0.0,63.55,3.734,221.7989713,5.943
612,5.0,2010-11-12,301827.36,0.0,62.37,2.728,212.5604113,6.768
664,5.0,2011-11-11,311906.7,0.0,60.71,3.297,218.5699621,6.3
706,5.0,2012-08-31,344642.01,0.0,84.25,3.638,222.8958121,5.603
697,5.0,2012-06-29,329658.1,0.0,87.08,3.286,222.4307191,5.801
641,5.0,2011-06-03,329183.92,0.0,83.81,3.699,215.8384319,6.489
632,5.0,2011-04-01,314316.55,0.0,61.5,3.524,215.4024406,6.489
671,5.0,2011-12-30,349624.88,1.0,45.62,3.129,220.1178226,6.3
583,5.0,2010-04-23,288839.73,0.0,65.13,2.795,210.9891204,6.465
669,5.0,2011-12-16,379530.3,0.0,54.42,3.159,219.7596266,6.3
578,5.0,2010-03-19,281706.41,0.0,55.46,2.72,211.770897,6.566
701,5.0,2012-07-27,306827.36,0.0,85.06,3.407,222.5297234,5.603
703,5.0,2012-08-10,306759.7,0.0,86.96,3.494,222.5472987,5.603
607,5.0,2010-10-08,290494.85,0.0,64.99,2.633,212.3019522,6.768
652,5.0,2011-08-19,303643.84,0.0,89.35,3.554,216.2311855,6.529
595,5.0,2010-07-16,280701.7,0.0,83.98,2.623,211.6561123,6.496
648,5.0,2011-07-22,292539.73,0.0,86.97,3.651,215.985753,6.529
687,5.0,2012-04-20,330063.06,0.0,67.33,3.877,222.1512315,5.801
635,5.0,2011-04-22,328415.44,0.0,74.34,3.807,216.0280407,6.489
688,5.0,2012-04-27,324839.74,0.0,68.96,3.814,222.2053519,5.801
681,5.0,2012-03-09,347295.6,0.0,57.69,3.669,221.6460048,5.943
662,5.0,2011-10-28,307035.11,0.0,69.27,3.372,218.2468539,6.3
644,5.0,2011-06-24,302881.64,0.0,84.76,3.594,215.6539583,6.489
683,5.0,2012-03-23,321299.99,0.0,64.44,3.787,221.8735063,5.943
579,5.0,2010-03-26,273282.97,0.0,52.47,2.732,211.5718925,6.566
623,5.0,2011-01-28,279088.39,0.0,44.5,3.01,212.7514884,6.634
674,5.0,2012-01-20,287523.98,0.0,54.65,3.268,220.5694104,5.943
628,5.0,2011-03-04,329033.66,0.0,60.35,3.288,214.3842702,6.634
606,5.0,2010-10-01,283178.12,0.0,71.1,2.603,212.2269463,6.768
676,5.0,2012-02-03,333948.0,0.0,57.35,3.36,220.7561941,5.943
599,5.0,2010-08-13,286477.35,0.0,87.41,2.692,212.1978889,6.496
619,5.0,2010-12-31,298180.18,1.0,49.79,2.943,211.9567142,6.768
649,5.0,2011-07-29,275142.17,0.0,89.42,3.682,216.0464364,6.529
646,5.0,2011-07-08,310804.93,0.0,86.64,3.48,215.8409491,6.529
708,5.0,2012-09-14,299800.67,0.0,76.65,3.717,223.1734167,5.603
618,5.0,2010-12-24,466010.25,0.0,55.01,2.886,211.9573978,6.768
643,5.0,2011-06-17,304811.82,0.0,86.84,3.637,215.560463,6.489
640,5.0,2011-05-27,297149.69,0.0,80.14,3.786,216.0704083,6.489
642,5.0,2011-06-10,304984.14,0.0,83.61,3.648,215.6064555,6.489
603,5.0,2010-09-10,306533.08,1.0,79.86,2.565,212.0499271,6.496
659,5.0,2011-10-07,309111.47,0.0,71.64,3.285,217.6123648,6.3
663,5.0,2011-11-04,353652.23,0.0,56.71,3.332,218.408408,6.3
856,6.0,2012-10-19,1436883.99,0.0,69.68,3.594,225.0501013,5.329
803,6.0,2011-10-14,1386520.99,0.0,71.24,3.274,218.9109844,6.551
753,6.0,2010-10-29,1385323.7,0.0,70.39,2.716,213.4302994,7.007
721,6.0,2010-03-19,1693058.91,0.0,56.55,2.72,212.7351935,7.259
747,6.0,2010-09-17,1308537.75,0.0,81.78,2.582,213.0398643,6.973
778,6.0,2011-04-22,1639358.93,0.0,74.24,3.807,217.0146941,6.855
815,6.0,2012-01-06,1395339.71,0.0,50.82,3.157,221.3088023,6.132
829,6.0,2012-04-13,1616394.45,0.0,71.29,3.891,223.1163529,5.964
814,6.0,2011-12-30,1598080.52,1.0,46.8,3.129,221.1282634,6.551
784,6.0,2011-06-03,1705506.29,0.0,84.01,3.699,216.819252,6.855
742,6.0,2010-08-13,1547654.98,0.0,86.83,2.692,213.1677529,6.973
807,6.0,2011-11-11,1536176.54,0.0,61.33,3.297,219.5631135,6.551
720,6.0,2010-03-12,1558621.36,0.0,58.82,2.667,212.9037017,7.259
816,6.0,2012-01-13,1344243.17,0.0,48.33,3.261,221.4893412,6.132
796,6.0,2011-08-26,1420405.41,0.0,90.07,3.523,217.2706543,6.925
801,6.0,2011-09-30,1307551.92,0.0,82.51,3.355,218.2579435,6.925
716,6.0,2010-02-12,1606283.86,1.0,40.57,2.548,212.7700425,7.259
852,6.0,2012-09-21,1425603.65,0.0,70.81,3.721,224.4017192,5.668
725,6.0,2010-04-16,1519846.36,0.0,65.68,2.808,211.9942765,7.092
744,6.0,2010-08-27,1450766.12,0.0,85.71,2.619,213.0905324,6.973
800,6.0,2011-09-23,1336044.75,0.0,78.49,3.467,217.9188471,6.925
809,6.0,2011-11-25,2249811.55,1.0,62.78,3.236,220.0417412,6.551
805,6.0,2011-10-28,1419445.12,0.0,69.51,3.372,219.237049,6.551
763,6.0,2011-01-07,1350441.68,0.0,47.78,2.976,212.9134266,6.858
775,6.0,2011-04-01,1459276.77,0.0,62.25,3.524,216.3841249,6.855
813,6.0,2011-12-23,2644633.02,0.0,49.45,3.112,220.9477245,6.551
845,6.0,2012-08-03,1627274.93,0.0,87.55,3.417,223.5607856,5.668
728,6.0,2010-05-07,1619920.04,0.0,73.68,2.835,211.8442706,7.092
732,6.0,2010-06-04,1857380.09,0.0,79.44,2.705,212.6982436,7.092
799,6.0,2011-09-16,1351407.79,0.0,84.94,3.526,217.5797506,6.925
828,6.0,2012-04-06,1840131.19,0.0,71.6,3.891,223.0419298,5.964
745,6.0,2010-09-03,1510925.32,0.0,82.15,2.577,213.0519222,6.973
780,6.0,2011-05-06,1504651.57,0.0,65.42,3.906,217.3547569,6.855
822,6.0,2012-02-24,1465187.71,0.0,59.17,3.555,222.2392726,6.132
740,6.0,2010-07-30,1532308.78,0.0,81.37,2.64,212.8944846,6.973
857,6.0,2012-10-26,1431426.34,0.0,72.34,3.506,225.0686254,5.329
768,6.0,2011-02-11,1486920.17,1.0,39.38,3.022,214.4630941,6.858
722,6.0,2010-03-26,1472033.38,0.0,53.74,2.732,212.533737,7.259
825,6.0,2012-03-16,1748010.29,0.0,62.8,3.734,222.8186603,6.132
844,6.0,2012-07-27,1513229.16,0.0,85.78,3.407,223.5516178,5.668
788,6.0,2011-07-01,1694551.15,0.0,87.0,3.524,216.7257388,6.925
808,6.0,2011-11-18,1524390.07,0.0,63.89,3.308,219.7897137,6.551
748,6.0,2010-09-24,1275591.84,0.0,76.49,2.624,213.1152886,6.973
917,7.0,2011-03-25,559061.58,0.0,25.69,3.414,192.1964844,8.818
987,7.0,2012-07-27,686365.4,0.0,64.6,3.57,197.9792136,7.872
974,7.0,2012-04-27,467827.75,0.0,51.49,3.927,197.664546,8.09
964,7.0,2012-02-17,620908.18,0.0,27.03,3.113,196.9432711,8.256
874,7.0,2010-05-28,442734.55,0.0,54.24,2.737,189.4452425,8.963
922,7.0,2011-04-29,410429.73,0.0,26.79,3.663,192.6243322,8.595
994,7.0,2012-09-14,541120.2,0.0,53.66,3.659,198.1267184,7.872
925,7.0,2011-05-20,424670.98,0.0,36.16,3.828,192.831317,8.595
940,7.0,2011-09-02,592355.24,0.0,53.4,3.511,194.5092113,8.622
992,7.0,2012-08-31,586467.16,0.0,60.46,3.556,198.0967341,7.872
968,7.0,2012-03-16,669205.73,0.0,37.29,3.486,197.0457208,8.256
966,7.0,2012-03-02,551058.13,0.0,21.64,3.191,196.9565303,8.256
957,7.0,2011-12-30,815915.52,1.0,15.56,3.119,196.3586101,8.513
912,7.0,2011-02-18,572387.47,0.0,17.3,3.051,191.9178331,8.818
884,7.0,2010-08-06,643854.17,0.0,61.7,2.69,190.0990028,9.017
959,7.0,2012-01-13,593875.46,0.0,7.46,3.077,196.7330517,8.256
928,7.0,2011-06-10,621099.95,0.0,53.3,3.735,192.8470612,8.595
869,7.0,2010-04-23,404751.25,0.0,43.07,2.776,189.6190057,8.963
979,7.0,2012-06-01,598495.02,0.0,55.06,3.764,197.6218954,8.09
980,7.0,2012-06-08,642963.75,0.0,63.07,3.741,197.6551863,8.09
888,7.0,2010-09-03,532765.05,0.0,49.84,2.773,190.3621607,9.017
902,7.0,2010-12-10,599730.07,0.0,24.24,2.728,190.9741069,9.137
956,7.0,2011-12-23,1059715.27,0.0,12.19,3.173,196.1713893,8.513
910,7.0,2011-02-04,558027.77,0.0,-2.06,3.011,191.7625895,8.818
983,7.0,2012-06-29,704335.41,0.0,68.84,3.693,197.785577,8.09
930,7.0,2011-06-24,640043.97,0.0,46.85,3.661,192.9982655,8.595
963,7.0,2012-02-10,563460.77,1.0,18.79,3.103,196.9195056,8.256
988,7.0,2012-08-03,680954.81,0.0,61.83,3.528,198.0293893,7.872
952,7.0,2011-11-25,949075.87,1.0,27.6,3.424,195.7704,8.513
989,7.0,2012-08-10,675926.3,0.0,63.41,3.509,198.0795651,7.872
944,7.0,2011-09-30,488880.26,0.0,47.34,3.538,194.8779718,8.622
862,7.0,2010-03-05,491419.55,0.0,35.86,2.62,189.6695049,9.014
883,7.0,2010-07-30,603547.16,0.0,66.07,2.69,189.9368504,9.017
909,7.0,2011-01-28,513372.17,0.0,10.11,3.008,191.667891,8.818
953,7.0,2011-12-02,591907.88,0.0,20.38,3.378,195.8223287,8.513
919,7.0,2011-04-08,500552.16,0.0,30.64,3.532,192.3418571,8.595
932,7.0,2011-07-08,761793.94,0.0,59.08,3.54,193.1878448,8.622
895,7.0,2010-10-22,472450.81,0.0,36.84,2.762,190.9070184,9.137
970,7.0,2012-03-30,583322.2,0.0,44.99,3.75,197.4133259,8.256
969,7.0,2012-03-23,615997.29,0.0,35.06,3.664,197.2295234,8.256
984,7.0,2012-07-06,805642.61,0.0,64.67,3.646,197.8322195,7.872
950,7.0,2011-11-11,556015.59,0.0,19.53,3.505,195.6376941,8.513
971,7.0,2012-04-06,621425.98,0.0,44.29,3.854,197.5971285,8.09
1051,8.0,2011-01-21,822668.23,0.0,42.06,3.016,215.1729926,6.262
1086,8.0,2011-09-23,806444.29,0.0,68.72,3.467,219.788581,6.425
1042,8.0,2010-11-19,885608.04,0.0,43.86,2.771,215.2538714,6.433
1044,8.0,2010-12-03,952766.93,0.0,42.85,2.708,214.9616381,6.433
1066,8.0,2011-05-06,941457.34,0.0,58.92,3.906,219.2435524,6.297
1082,8.0,2011-08-26,912542.82,0.0,84.69,3.523,219.1336097,6.425
1035,8.0,2010-10-01,804105.49,0.0,68.7,2.603,215.0310029,6.433
1002,8.0,2010-02-12,994801.4,1.0,33.34,2.548,214.6214189,6.299
1032,8.0,2010-09-10,831425.2,1.0,74.34,2.565,214.8528728,6.315
1130,8.0,2012-07-27,838227.52,0.0,81.71,3.407,225.5029014,5.401
1106,8.0,2012-02-10,1021400.42,1.0,35.71,3.409,223.8024507,5.825
1097,8.0,2011-12-09,1051922.95,0.0,30.51,3.158,222.4651238,6.123
1014,8.0,2010-05-07,916820.96,0.0,62.68,2.835,213.6670857,6.29
1022,8.0,2010-07-02,852333.75,0.0,74.78,2.669,214.5928119,6.315
1131,8.0,2012-08-03,897076.73,0.0,85.06,3.417,225.5127949,5.401
1120,8.0,2012-05-18,913922.01,0.0,64.16,3.63,225.3002908,5.679
1095,8.0,2011-11-25,1235163.86,1.0,49.61,3.236,221.9491571,6.123
1139,8.0,2012-09-28,884724.41,0.0,71.1,3.666,226.5675714,5.401
1005,8.0,2010-03-05,881503.95,0.0,45.64,2.625,214.7216592,6.299
1141,8.0,2012-10-12,927511.99,0.0,55.03,3.601,226.9735448,5.124
1007,8.0,2010-03-19,839911.0,0.0,47.26,2.72,214.5764954,6.299
1050,8.0,2011-01-14,809646.66,0.0,31.62,2.983,214.7930991,6.262
1102,8.0,2012-01-13,817661.76,0.0,36.46,3.261,223.4242571,5.825
1098,8.0,2011-12-16,1118163.94,0.0,39.79,3.159,222.6910959,6.123
1040,8.0,2010-11-05,927266.34,0.0,55.76,2.689,215.323,6.433
1122,8.0,2012-06-01,921161.2,0.0,78.31,3.501,225.300865,5.679
1143,8.0,2012-10-26,891671.44,0.0,64.74,3.506,227.0369359,5.124
1057,8.0,2011-03-04,935266.43,0.0,53.18,3.288,217.2185454,6.262
1048,8.0,2010-12-31,773586.49,1.0,41.47,2.943,214.7447295,6.433
1036,8.0,2010-10-08,870349.86,0.0,62.94,2.633,215.1072262,6.433
1010,8.0,2010-04-09,916033.92,0.0,59.25,2.77,213.9580793,6.29
1109,8.0,2012-03-02,952264.91,0.0,50.95,3.63,224.3959793,5.825
1133,8.0,2012-08-17,896613.19,0.0,81.21,3.571,225.6050797,5.401
1111,8.0,2012-03-16,921178.39,0.0,56.63,3.734,224.7657327,5.825
1088,8.0,2011-10-07,929976.55,0.0,67.61,3.285,220.4772543,6.123
1100,8.0,2011-12-30,858572.22,1.0,36.33,3.129,223.0576765,6.123
1128,8.0,2012-07-13,890488.01,0.0,78.46,3.256,225.4831143,5.401
1092,8.0,2011-11-04,947815.05,0.0,49.68,3.332,221.2936581,6.123
1075,8.0,2011-07-08,861965.12,0.0,83.57,3.48,218.6895548,6.425
1073,8.0,2011-06-24,864881.24,0.0,83.94,3.594,218.4979481,6.297
1028,8.0,2010-08-13,867919.21,0.0,80.11,2.692,215.0196857,6.315
1087,8.0,2011-09-30,809049.37,0.0,72.2,3.355,220.1329176,6.425
